CreditScore,Region,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
767,North India,Female,18,8,0.0,1,0,0,305176.08,0
550,South India,Female,48,1,0.0,1,1,1,540507.76,0
584,West India,Male,58,2,113026.72,2,1,1,333280.0,1
746,South India,Male,38,7,634506.74,1,1,1,274834.81,0
619,South India,Female,42,1,511200.09,1,0,0,314948.55,0
824,South India,Male,47,6,428723.17,1,1,0,360586.84,0
712,South India,Male,32,10,0.0,2,1,1,981797.19,0
753,North India,Female,38,7,2132541.54,1,1,0,2766800.94,0
503,North India,Male,21,9,818455.04,2,0,0,665344.35,0
745,North India,Male,37,4,0.0,2,0,1,339590.29,0
573,West India,Male,41,10,0.0,1,0,1,566610.93,0
714,North India,Male,41,2,315275.6,2,1,0,428410.9,0
617,East India,Male,47,10,0.0,2,1,0,692590.28,0
670,West India,Female,27,8,0.0,1,0,1,497860.56,0
550,West India,Female,30,7,0.0,1,1,1,526443.72,0
495,West India,Male,56,2,377708.4,1,1,0,884312.72,0
663,North India,Female,34,7,93973.95,2,1,1,961377.39,0
623,South India,Female,38,2,436489.6,1,0,1,611541.57,0
569,East India,Male,35,5,0.0,2,1,0,971974.95,0
498,North India,Male,26,0,4826185.87,1,1,1,1101710.79,1
409,North India,Male,53,3,1103278.05,1,0,0,597369.87,1
697,North India,Female,30,7,0.0,1,1,1,341343.89,0
627,South India,Male,23,5,3831135.48,1,1,1,295395.24,0
595,North India,Female,31,10,0.0,1,0,1,802972.33,0
669,South India,Male,18,4,578925.19,1,0,1,1096582.3,0
741,West India,Male,28,5,0.0,2,0,1,587190.99,0
674,North India,Male,25,6,756112.55,1,0,1,925195.38,0
610,West India,Female,42,0,101616.4,2,1,1,818329.09,0
841,North India,Male,28,2,486999.21,1,1,1,885052.36,0
592,North India,Male,45,0,1936037.55,2,1,0,308224.78,0
523,North India,Male,51,8,131946.97,2,1,1,398596.86,0
658,West India,Female,44,3,0.0,2,0,0,224225.8,0
626,West India,Female,33,1,756786.59,1,1,1,519712.75,0
735,North India,Male,37,10,497093.61,2,1,1,592739.01,0
602,North India,Female,19,4,156579.48,1,1,0,268532.78,0
635,West India,Male,34,1,0.0,1,1,1,528906.92,0
572,South India,Male,26,6,1449147.54,1,1,1,722824.46,0
722,North India,Male,43,3,217391.17,2,0,1,879577.13,0
662,South India,Male,64,4,454253.4,2,1,0,592444.68,0
625,West India,Male,41,8,2964447.52,1,1,1,625953.18,0
636,North India,Female,18,1,0.0,2,1,0,1013702.32,0
648,North India,Female,32,10,0.0,2,1,0,814944.76,0
520,North India,Female,37,4,220681.95,1,0,0,286084.47,1
754,West India,Female,36,3,589151.05,1,1,1,258541.79,0
749,North India,Female,27,2,133457.59,2,1,0,429149.83,0
653,West India,Male,38,10,1136212.62,1,1,1,480920.48,0
644,West India,Female,22,0,849964.45,2,0,0,971326.4,0
560,South India,Female,25,5,0.0,2,1,1,1332064.91,0
805,North India,Female,43,6,139979.45,2,1,0,677596.48,0
783,East India,Male,24,0,0.0,3,1,0,880544.14,0
685,South India,Male,41,5,1944475.23,1,0,1,453134.17,0
723,South India,Female,20,0,0.0,1,1,1,326322.27,0
760,East India,Female,55,5,0.0,2,1,1,504542.75,0
742,West India,Male,27,3,0.0,4,1,1,355308.21,1
572,South India,Male,33,5,840932.25,1,1,0,677410.98,0
621,South India,Male,39,0,131658.27,1,1,0,1233283.77,1
692,North India,Female,29,0,0.0,1,0,1,276001.71,1
668,East India,Male,37,2,134565.5,1,1,0,251249.93,0
717,West India,Male,42,5,1625079.49,1,1,0,543131.86,0
707,North India,Male,46,2,0.0,1,1,1,747305.02,0
672,West India,Male,44,6,0.0,2,1,1,333404.01,0
415,West India,Male,34,10,141898.8,2,1,1,633719.27,1
755,North India,Female,34,3,854204.24,2,1,1,431161.33,0
725,South India,Female,61,8,166315.84,1,1,1,922090.6,1
836,North India,Male,46,6,1188621.65,2,1,0,525291.84,0
607,West India,Female,25,3,679974.32,1,1,1,872247.68,0
484,North India,Male,37,8,0.0,1,0,1,505308.97,0
633,West India,Male,32,4,682598.01,2,1,0,2815511.29,0
691,North India,Male,34,3,856729.9,2,1,0,308805.44,0
610,North India,Male,22,1,0.0,1,0,1,558787.02,0
773,North India,Female,31,8,325943.24,1,1,0,1116478.69,0
590,West India,Male,55,9,2240883.01,1,1,1,349482.46,1
640,North India,Female,42,7,0.0,1,1,0,876986.5,0
627,South India,Female,18,5,0.0,1,0,0,651470.35,0
899,South India,Female,49,0,0.0,2,0,0,571242.27,0
568,West India,Female,47,7,570940.0,2,0,1,684180.92,0
702,South India,Female,32,3,379014.23,1,1,1,902928.25,0
541,North India,Male,43,0,1636627.09,1,1,1,579937.1,0
680,North India,Male,26,2,439501.23,2,1,1,944171.24,0
564,North India,Male,30,5,944485.05,2,1,0,423385.92,0
748,South India,Female,52,1,442000.59,1,1,1,692940.41,0
731,West India,Male,33,7,180069.63,2,0,1,647929.94,0
674,North India,Female,18,4,66250.41,1,0,1,410170.61,0
524,West India,Male,35,4,134052.8,2,1,1,1087141.86,0
645,North India,Male,35,0,1494079.1,2,1,0,332452.62,0
622,North India,Male,49,8,0.0,2,1,1,220021.92,0
724,South India,Female,36,10,228170.01,1,0,0,349138.84,0
568,North India,Male,31,1,0.0,2,1,0,738947.14,0
753,West India,Male,47,8,398254.23,1,0,0,1393411.5,1
737,East India,Male,37,9,371476.82,2,0,1,300763.8,0
526,North India,Male,27,9,632077.18,1,0,0,804746.15,1
630,South India,Male,48,10,0.0,2,1,1,295360.39,0
645,East India,Male,38,0,223196.79,1,1,1,564007.84,0
740,North India,Male,36,9,106632.1,2,1,1,458116.57,0
588,South India,Male,37,7,0.0,1,1,0,1075947.37,0
668,North India,Female,24,2,495190.48,1,1,0,1078077.52,0
748,South India,Female,30,2,1025107.05,1,1,0,1052976.9,0
672,West India,Male,36,6,263815.05,2,0,0,343756.84,0
482,West India,Male,33,6,958847.42,2,1,0,684402.79,0
605,South India,Male,49,6,967118.16,2,1,1,470015.94,1
731,West India,Female,38,10,0.0,3,0,0,1027598.58,0
720,North India,Male,45,6,37994.34,2,1,1,1376703.77,0
447,East India,Male,36,2,0.0,2,1,1,166730.41,0
668,North India,Male,47,7,0.0,1,0,0,601562.4,0
735,North India,Male,40,0,251578.48,1,1,0,826788.76,0
698,East India,Male,36,2,1938109.46,1,0,0,1133943.6,0
708,West India,Female,35,7,0.0,1,0,1,1032744.44,0
835,West India,Male,25,1,0.0,1,1,1,448771.41,0
646,North India,Male,41,6,303160.69,1,0,0,386499.82,0
677,West India,Male,35,3,0.0,2,1,1,605010.03,0
565,South India,Female,30,5,2283982.76,3,0,1,611824.25,1
592,West India,Male,48,8,0.0,1,1,1,694080.42,0
620,East India,Male,22,7,602409.56,1,0,0,497850.5,0
726,North India,Female,31,3,175798.67,1,1,1,624057.49,0
582,South India,Female,47,6,772441.92,2,1,1,438916.09,0
761,West India,Male,39,2,1641425.38,1,1,0,567761.19,1
551,South India,Male,35,8,0.0,2,1,0,807739.47,0
707,North India,Male,38,1,0.0,1,1,0,789426.1,0
699,North India,Female,37,5,144179.82,1,1,0,537194.9,0
673,South India,Male,19,4,491951.56,1,0,1,533758.49,0
738,North India,Male,32,3,751996.05,3,1,1,1650319.28,0
583,North India,Male,53,1,263763.68,1,1,1,489934.42,0
608,North India,Male,28,8,587929.59,2,0,0,287037.62,0
563,North India,Male,32,4,0.0,1,1,0,315928.8,0
650,North India,Female,30,0,451691.52,2,1,1,538323.57,0
639,North India,Male,35,4,0.0,1,0,0,799079.2,0
727,West India,Female,29,6,80486.73,2,1,1,415221.17,0
684,North India,Male,41,2,152624.67,1,1,1,1087363.7,0
712,West India,Female,38,6,635767.37,1,0,1,561510.71,0
632,West India,Female,44,5,658479.13,1,1,0,1621594.84,0
686,South India,Male,24,6,2454115.0,1,1,0,372809.3,0
813,North India,Female,32,8,292843.22,2,1,1,492663.64,0
528,West India,Male,33,1,109751.93,2,1,0,307735.96,1
484,South India,Male,41,1,416777.67,2,0,0,481108.96,1
707,North India,Male,27,0,0.0,1,0,1,171823.63,0
573,South India,Male,46,10,584322.0,2,1,1,860573.88,0
525,North India,Female,49,1,0.0,1,1,1,681079.26,1
698,South India,Female,25,2,559199.03,1,0,0,1167317.72,0
559,South India,Male,30,6,320480.69,1,1,0,260599.5,0
788,South India,Female,30,2,382868.75,2,0,1,681322.48,0
664,West India,Female,64,10,5093769.78,1,1,1,293709.07,1
631,East India,Male,31,7,94227.24,3,1,0,583225.25,1
576,North India,Male,54,2,856017.71,2,1,1,865537.92,0
669,South India,Male,22,1,429788.06,2,0,0,224158.32,0
506,West India,Female,25,9,0.0,1,0,0,461100.94,1
427,South India,Male,28,9,335510.72,1,0,0,617966.84,0
510,South India,Male,26,3,2914975.04,2,0,0,648667.05,0
752,West India,Female,33,3,59341.99,1,1,1,882798.75,0
566,West India,Female,28,4,0.0,2,1,1,426480.45,0
520,South India,Male,26,4,88314.86,1,1,0,510473.13,0
642,North India,Female,48,2,153878.21,2,1,0,905291.56,1
850,South India,Female,49,0,3562813.61,2,1,1,655337.81,0
748,South India,Male,46,7,2461846.74,2,0,1,412815.03,0
577,South India,Female,41,9,408534.32,2,1,1,556228.1,0
576,North India,Male,37,1,247903.29,1,1,0,431947.58,0
578,South India,Male,30,10,433522.16,1,1,1,701851.05,0
568,South India,Male,25,4,1086478.42,2,0,0,2670529.59,1
698,North India,Male,39,1,265785.02,1,1,0,1275328.35,1
619,East India,Male,23,5,398275.76,1,0,1,246570.34,0
549,West India,Male,25,6,0.0,2,1,0,684018.11,0
529,West India,Female,48,6,1622879.03,1,1,0,395300.86,1
857,South India,Female,56,0,360689.92,1,1,0,396723.52,0
716,South India,Male,40,8,148221.41,2,0,1,601934.21,0
572,West India,Male,48,0,193205.99,3,1,1,844025.73,0
759,South India,Female,33,7,1209682.13,3,0,1,773721.35,1
546,South India,Male,21,10,9448478.91,1,1,1,418660.45,1
637,North India,Male,42,0,194835.89,2,1,0,878169.0,0
627,South India,Male,42,10,866778.67,2,1,1,1047667.02,0
666,East India,Female,36,2,0.0,2,1,0,243247.94,0
565,North India,Female,33,9,136221.89,1,1,0,878705.6,0
661,North India,Female,46,3,412322.73,1,0,1,1505895.16,1
492,South India,Male,25,8,0.0,2,1,0,888327.56,0
616,West India,Female,27,7,103825.47,1,1,0,1391049.57,0
770,North India,Male,24,10,0.0,2,1,1,357540.68,0
742,West India,Male,36,10,936092.81,2,1,1,185181.21,0
587,North India,Male,24,4,1032108.99,2,1,0,285717.11,0
512,West India,Female,28,3,10351069.11,1,1,0,982238.24,1
453,North India,Male,28,9,148739.18,1,1,0,356914.47,0
705,North India,Male,33,8,0.0,1,1,0,1663734.27,0
675,West India,Female,19,0,0.0,1,0,1,462343.34,0
684,West India,Female,36,10,0.0,2,0,1,640264.05,0
802,East India,Female,49,5,0.0,1,1,0,1861035.35,0
663,North India,Male,37,7,421678.64,2,1,0,406594.52,0
670,South India,Female,52,6,0.0,2,1,1,213503.13,0
524,North India,Female,50,7,0.0,2,1,1,695825.35,0
796,North India,Male,44,2,0.0,1,0,1,763805.54,0
635,North India,Male,36,4,2199299.6,1,0,0,413997.61,0
576,North India,Male,36,0,444412.14,2,1,0,1047341.78,0
668,West India,Male,44,7,682355.45,1,0,1,219977.88,0
830,North India,Male,31,1,191486.48,2,1,0,1013779.25,0
842,South India,Male,18,9,0.0,2,1,1,680816.55,0
562,South India,Male,41,2,1016213.39,2,0,1,535847.47,0
755,North India,Male,23,9,1303974.17,1,0,1,494328.1,0
680,East India,Female,25,1,1041535.16,2,0,0,950821.75,0
738,North India,Male,36,0,408812.79,1,0,1,602976.51,0
674,East India,Male,34,1,4252797.35,1,1,1,825795.19,0
705,East India,Female,20,9,1010560.16,1,0,0,343338.0,0
768,East India,Male,37,1,0.0,2,0,1,802019.15,0
492,West India,Male,46,5,0.0,2,1,1,398517.16,0
682,North India,Male,23,3,0.0,3,0,0,182111.33,0
544,North India,Female,49,9,0.0,1,1,1,1576411.27,0
608,South India,Female,18,3,280265.25,2,0,0,391622.66,0
650,South India,Female,59,0,555858.68,2,0,1,497162.66,0
559,West India,Female,31,9,1062611.0,2,1,1,396778.58,0
597,West India,Male,37,1,0.0,1,1,1,981253.65,0
523,North India,Female,18,2,1303002.97,1,1,1,525629.17,0
596,North India,Female,35,8,1406199.75,2,0,0,1027259.52,0
696,North India,Male,38,10,0.0,1,0,0,573552.42,0
727,South India,Female,35,4,0.0,1,1,0,1179061.73,0
580,North India,Male,29,3,142972.18,1,1,0,1260765.1,0
769,West India,Male,25,9,347579.12,2,1,1,207742.4,0
701,West India,Female,48,2,275491.13,2,1,1,1850098.47,0
779,North India,Female,36,9,0.0,1,1,1,376522.67,0
490,South India,Male,52,0,466240.84,2,1,1,1159620.07,1
678,South India,Female,30,10,0.0,1,0,1,1027141.09,0
705,South India,Female,31,0,2427608.26,1,1,1,242604.49,0
495,East India,Female,44,9,329624.8,1,1,1,228002.21,0
867,North India,Male,18,7,27807.86,2,1,0,1049091.57,0
592,South India,Male,22,9,1062446.48,2,1,0,484020.46,0
698,West India,Female,48,8,0.0,2,0,0,1353102.07,0
733,South India,Male,23,2,237445.99,1,1,1,477005.18,0
659,South India,Female,18,8,294034.63,1,1,1,530656.77,0
774,West India,Female,56,7,0.0,1,0,1,400502.45,0
829,West India,Female,20,10,0.0,2,1,1,537034.88,0
550,North India,Male,38,0,323394.55,1,0,0,314644.15,0
660,South India,Male,36,5,428113.65,1,0,1,406178.37,0
732,North India,Female,18,8,227845.48,1,1,0,320583.06,0
503,South India,Male,33,3,0.0,1,0,0,675995.9,0
745,South India,Female,40,10,84118.77,2,1,0,599198.48,0
803,West India,Female,39,8,454792.45,2,0,0,1113870.28,0
765,West India,Male,45,1,0.0,4,0,0,921345.61,0
689,North India,Female,31,9,0.0,2,1,1,309532.72,0
788,North India,Male,43,10,411140.27,2,1,1,1003501.84,0
682,South India,Male,28,8,1310806.7,2,1,0,405519.95,0
531,North India,Male,20,10,1186540.41,2,0,1,276176.46,0
603,West India,Female,21,0,635844.99,1,1,1,1186374.27,1
626,South India,Male,19,3,0.0,1,1,0,607295.28,0
644,North India,Male,47,4,0.0,1,1,1,502447.66,0
641,West India,Male,19,1,101920.18,2,0,0,724165.12,0
619,South India,Male,39,5,368038.27,2,1,1,308432.21,0
669,North India,Male,33,7,1797961.09,1,1,1,573171.57,0
785,North India,Male,34,10,0.0,2,1,0,330348.98,0
669,South India,Female,50,1,172237.61,2,0,0,1378959.06,1
706,North India,Male,31,8,1945765.37,2,1,1,466189.6,0
452,West India,Female,42,1,467124.95,1,1,0,355402.51,1
661,South India,Male,36,0,756727.53,1,1,1,1253965.06,0
747,East India,Female,34,10,555855.01,2,1,0,1168497.38,0
762,North India,Male,61,5,1743900.27,1,1,1,734801.3,0
753,West India,Female,20,4,1299713.14,1,0,1,199257.1,0
677,West India,Female,50,9,1903264.89,1,1,1,398985.22,0
687,North India,Female,43,2,639483.12,1,1,1,417285.64,0
589,North India,Female,30,2,1236397.82,1,1,1,472623.76,0
726,South India,Male,53,7,221081.47,1,1,0,1059934.76,0
589,East India,Female,18,3,0.0,2,1,1,1395847.99,0
711,South India,Male,30,0,95889.49,1,1,1,1049355.44,1
653,South India,Female,22,3,0.0,2,1,1,1223830.88,0
651,West India,Female,40,5,0.0,1,1,0,571003.22,0
740,North India,Female,23,1,754029.63,1,0,0,258879.34,0
700,South India,Male,40,6,928209.24,1,0,1,1248341.61,0
675,North India,Male,33,0,147389.05,4,0,0,447755.5,0
605,North India,Male,30,9,0.0,1,1,0,807204.85,1
794,West India,Male,40,8,0.0,1,1,0,975578.66,0
679,West India,Male,33,1,2585129.42,2,1,1,417784.5,1
717,East India,Male,24,8,151488.7,1,0,0,1165687.01,0
657,North India,Female,66,0,318818.61,1,1,0,379777.05,0
587,South India,Male,30,3,41574.3,2,1,1,310453.52,0
681,West India,Female,18,4,316299.38,1,1,0,1291024.91,0
596,North India,Male,26,7,526636.47,2,1,0,681084.43,0
689,North India,Female,22,10,0.0,2,1,0,680232.67,0
356,South India,Female,45,10,0.0,1,1,0,351648.21,0
613,South India,Female,39,4,0.0,2,1,1,659330.22,1
648,East India,Male,40,0,0.0,1,1,0,672689.16,0
564,South India,Male,31,0,321783.53,2,1,1,459853.98,0
682,West India,Female,32,1,0.0,2,0,0,674531.73,0
611,West India,Male,31,8,0.0,1,1,0,1304412.6,0
649,North India,Female,35,0,448621.03,1,1,1,1747190.57,0
600,West India,Male,45,2,539445.53,2,1,1,592657.2,0
737,North India,Male,39,7,0.0,1,1,0,808738.74,0
699,North India,Female,41,10,1431116.33,2,1,1,407439.38,0
676,West India,Male,41,0,0.0,1,0,1,949324.96,0
655,North India,Male,45,3,1089921.03,1,1,1,934427.1,0
877,North India,Male,39,10,654865.28,2,0,0,447955.9,0
635,North India,Female,39,7,3683160.52,2,0,0,985654.27,0
587,North India,Male,49,5,828269.19,2,0,0,274173.79,0
544,South India,Female,28,5,0.0,1,1,1,1236436.21,0
731,South India,Male,26,0,518261.05,3,1,0,506074.59,0
796,South India,Female,22,6,469300.9,3,1,1,961989.92,0
573,East India,Female,38,10,294559.41,2,0,0,690421.09,0
624,North India,Male,18,0,0.0,2,1,1,1238453.06,0
617,North India,Male,41,2,101736.05,1,1,0,412315.46,0
638,North India,Male,34,0,1874269.0,1,1,0,468106.09,1
490,West India,Female,48,10,3832651.98,1,0,1,541331.68,1
722,South India,Male,28,7,269463.02,1,1,1,804180.57,0
757,East India,Male,33,3,500315.88,1,1,1,1416916.18,0
478,West India,Male,48,4,0.0,2,1,0,588687.01,0
808,North India,Male,51,0,301238.2,3,1,1,801885.98,0
795,North India,Male,28,0,622176.17,2,0,1,496005.69,0
373,South India,Female,37,9,2773946.58,1,1,1,757796.42,0
454,West India,Female,39,0,517346.56,4,0,0,1546892.72,0
638,North India,Male,40,10,203314.56,2,1,1,398910.08,1
768,South India,Female,33,10,269429.89,1,0,1,689235.02,0
676,West India,Female,50,10,0.0,1,1,0,663322.22,1
651,West India,Female,18,2,973013.59,1,1,0,1058538.24,0
701,West India,Male,31,5,116842.22,1,1,0,124953.09,1
577,West India,Male,40,4,283014.23,1,1,1,458361.05,0
764,North India,Female,41,10,0.0,1,0,1,644912.19,0
640,North India,Female,50,9,975561.27,2,0,1,376777.02,0
503,North India,Male,49,6,2831219.76,2,0,0,209773.47,0
578,North India,Male,32,0,453885.53,2,1,0,749048.1,0
683,East India,Male,50,7,358051.63,1,0,0,681674.45,0
623,North India,Male,28,4,922896.45,2,1,1,339768.38,0
614,West India,Male,46,5,509615.09,1,1,1,674086.49,0
668,West India,Male,55,1,541363.21,2,0,1,227515.12,0
682,South India,Male,49,8,0.0,2,0,1,734626.36,0
539,South India,Female,37,2,0.0,1,0,1,332117.4,0
760,South India,Male,32,4,275033.33,2,0,0,475777.69,0
638,South India,Male,19,9,837113.25,1,1,1,399064.64,0
687,East India,Male,39,7,133863.38,1,1,0,876459.95,0
658,North India,Male,23,0,882134.07,1,1,1,658032.76,0
613,North India,Male,27,3,562396.9,2,1,1,466630.42,0
732,South India,Female,22,4,126039.75,1,0,1,1020636.46,0
657,North India,Male,30,5,1055586.3,1,1,1,445380.75,1
656,South India,Female,35,2,256427.4,2,0,1,599423.36,0
426,East India,Female,39,3,0.0,3,1,1,637497.19,0
723,West India,Female,29,2,0.0,2,1,0,1830442.84,0
634,West India,Female,47,3,278152.07,2,1,1,693033.66,0
717,South India,Female,33,6,0.0,1,1,0,346643.51,0
798,North India,Male,27,8,342931.05,1,1,0,1645231.81,0
724,West India,Female,38,8,219030.66,1,1,0,706966.71,0
654,West India,Male,57,4,0.0,1,1,0,630765.53,1
624,South India,Male,39,5,153408.33,1,0,0,841379.62,0
877,West India,Male,32,8,326658.76,1,1,1,963166.02,0
693,East India,Female,19,3,0.0,2,1,1,826658.08,0
668,South India,Male,33,6,0.0,2,1,1,548192.01,0
633,North India,Female,38,2,489969.61,2,0,1,2043267.53,0
569,South India,Male,31,8,132425.91,1,1,0,541990.26,0
474,East India,Female,18,8,851184.9,2,0,1,454150.98,0
786,North India,Male,26,9,0.0,4,1,1,605617.77,0
579,South India,Male,51,4,1499131.45,4,1,1,1567293.57,0
632,West India,Male,51,3,4084325.63,1,1,0,1224589.93,0
640,North India,Male,26,10,1908108.92,1,1,0,665917.5,0
778,South India,Male,43,9,0.0,1,1,0,765732.87,1
581,North India,Female,23,9,0.0,2,1,1,452620.65,0
673,West India,Male,51,8,1440401.61,2,1,1,270974.83,0
696,West India,Female,38,4,0.0,2,1,1,927401.4,0
525,West India,Male,46,0,898105.44,2,1,0,506033.91,0
516,North India,Male,18,1,0.0,1,1,1,408017.03,0
585,North India,Male,43,9,0.0,1,0,0,206508.96,1
671,West India,Male,35,6,928744.27,2,0,0,654394.54,0
660,South India,Female,45,2,0.0,3,1,0,604737.26,1
639,North India,Female,46,0,114873.92,2,0,1,324428.63,1
708,North India,Male,36,8,0.0,1,1,0,510867.47,0
572,South India,Female,29,3,191764.92,1,0,0,866279.27,0
634,North India,Male,44,2,170053.43,2,1,1,733666.56,0
639,South India,Female,35,4,0.0,2,1,0,346517.71,0
575,West India,Female,26,0,1725804.75,2,0,0,763547.05,0
857,South India,Female,25,0,713799.73,2,1,1,599189.95,0
455,East India,Male,19,10,3980112.13,1,0,0,639614.5,0
761,North India,Male,30,0,213743.86,1,1,0,563301.57,0
722,South India,Male,48,6,539384.67,2,1,1,738621.02,0
722,North India,Female,37,6,485583.83,1,0,1,645479.02,1
658,West India,Female,30,8,520374.04,3,0,0,855469.48,1
770,East India,Male,44,4,0.0,2,0,1,1177248.37,0
609,South India,Female,26,1,0.0,2,1,0,389728.89,0
685,North India,Female,37,8,632654.96,1,1,0,738361.88,0
656,North India,Male,34,3,633562.84,1,1,0,1320542.88,0
629,West India,Female,44,4,655310.64,2,0,1,464198.41,1
660,West India,Male,18,0,111781.21,2,0,1,305334.54,0
564,West India,Male,26,1,705504.03,2,0,0,607256.2,0
590,North India,Male,18,7,2048142.29,1,1,1,1123628.13,0
792,South India,Male,33,1,492512.4,2,1,1,639805.14,0
900,West India,Female,49,7,651218.13,1,1,0,568554.75,0
696,West India,Male,30,0,0.0,1,1,1,317838.17,0
725,South India,Male,30,8,0.0,1,1,1,1002008.76,0
672,North India,Male,45,8,0.0,2,0,0,453768.81,0
690,East India,Male,47,10,1225036.21,4,0,1,674057.57,0
698,North India,Female,35,8,302355.45,1,1,1,723662.71,0
743,South India,Male,43,5,1661557.09,1,0,1,566861.75,0
788,South India,Male,24,1,384273.08,2,0,0,1173725.75,1
570,North India,Female,51,0,0.0,1,0,0,503423.92,1
900,South India,Female,59,5,0.0,1,1,1,685323.08,0
662,West India,Male,41,3,1038597.72,1,1,1,614419.14,0
662,South India,Female,18,7,0.0,1,1,1,363346.52,0
612,North India,Female,29,10,615408.15,2,0,0,1158785.37,0
613,West India,Female,42,7,370486.25,1,0,1,675854.02,0
705,East India,Female,31,1,243119.89,1,1,1,828583.99,0
707,West India,Female,49,1,237407.88,1,1,0,1000789.06,0
700,West India,Male,42,3,0.0,1,0,0,628649.54,0
609,East India,Female,28,8,392791.35,1,1,1,381364.9,0
406,West India,Female,36,10,0.0,2,1,0,652287.42,0
488,East India,Male,26,5,1615257.17,2,0,0,436030.96,0
651,West India,Female,33,6,228804.67,1,0,0,1355898.59,0
680,West India,Female,29,2,1164746.56,2,1,0,537005.72,1
612,West India,Male,48,6,0.0,1,1,1,297410.48,0
587,East India,Female,59,2,270488.18,2,1,0,841059.31,0
676,West India,Male,20,1,0.0,1,0,1,440328.75,0
640,West India,Female,18,1,69372.17,1,0,1,539588.62,0
607,North India,Male,33,8,274972.31,2,0,1,791538.95,0
504,East India,Female,19,6,472547.93,2,0,0,518832.7,0
574,South India,Male,36,4,278535.19,2,1,0,579402.85,0
733,North India,Female,44,10,508298.62,1,0,1,506156.99,0
563,West India,Female,52,2,873092.63,1,0,1,376213.6,1
709,South India,Male,38,7,209390.42,2,1,1,971804.3,0
774,North India,Female,33,10,519398.55,2,0,1,478980.99,0
578,North India,Male,18,1,781409.56,1,1,1,1044832.98,0
609,North India,Female,36,2,1812839.88,3,1,0,218086.74,0
738,North India,Female,36,10,97435.64,2,0,0,1217617.3,0
760,South India,Female,43,4,0.0,1,1,1,1657591.39,0
591,West India,Female,28,0,0.0,3,0,1,527816.37,0
504,South India,Male,31,5,1429520.89,1,0,1,575702.32,0
762,South India,Male,19,1,0.0,1,1,1,1113730.02,0
702,West India,Female,18,6,0.0,1,1,1,1041304.93,0
686,South India,Male,23,6,808494.58,2,1,1,1635316.57,0
732,West India,Male,18,0,404904.44,4,1,0,366715.45,1
543,South India,Male,39,3,259010.05,1,1,1,628731.15,0
685,South India,Male,30,0,494649.69,3,1,1,171622.0,1
624,North India,Male,30,9,509674.73,1,1,0,1258482.89,0
704,East India,Female,25,6,941478.73,2,0,0,192077.59,0
721,North India,Female,18,4,1300777.2,2,0,0,840678.29,0
737,South India,Female,52,7,0.0,1,1,0,1697276.08,0
703,North India,Male,24,0,588434.07,1,0,0,1456874.4,0
672,South India,Male,31,9,504591.59,1,1,1,839174.52,0
675,South India,Male,19,3,0.0,2,1,0,915647.11,0
683,North India,Female,46,8,0.0,2,1,0,242868.97,0
593,North India,Male,37,9,1649134.8,2,0,1,1072907.91,1
616,North India,Male,26,0,393831.67,2,1,1,338960.11,0
686,West India,Male,31,2,102891.44,2,0,1,805359.17,0
708,North India,Female,54,1,265915.56,3,0,0,553811.17,0
591,West India,Female,35,8,117887.68,1,1,1,326274.08,0
553,South India,Male,34,9,168187.55,1,1,0,424589.14,0
499,North India,Male,25,4,772618.2,1,0,1,547112.56,0
536,North India,Female,18,5,0.0,2,0,1,475786.25,0
601,West India,Male,34,10,660960.54,1,1,0,790501.38,0
609,South India,Female,39,7,654094.92,1,0,1,557538.47,0
624,North India,Female,48,8,0.0,2,1,0,520149.32,0
541,West India,Female,18,7,986952.04,1,1,0,1070140.28,0
486,West India,Female,23,7,2846180.53,3,1,0,262983.68,1
661,North India,Female,29,0,0.0,1,1,0,419079.13,1
661,South India,Female,35,9,412031.91,2,0,1,1454394.54,0
705,North India,Male,34,10,904474.11,1,1,1,579541.84,0
723,North India,Male,34,0,1114999.68,1,1,0,2281839.33,1
685,South India,Female,40,7,179728.47,1,1,1,508017.61,0
660,West India,Male,26,0,216939.25,2,0,1,322704.81,0
728,South India,Female,46,4,450925.36,2,0,0,594889.03,0
778,South India,Male,40,3,332045.27,1,1,1,798217.2,0
589,South India,Female,32,4,621436.88,4,1,0,750121.1,0
719,South India,Female,53,7,694676.38,2,0,0,1597824.66,0
593,North India,Female,53,10,0.0,1,1,0,494716.13,0
669,South India,Male,46,9,831680.11,1,1,1,809021.6,0
746,North India,Female,18,7,3723421.93,1,0,1,1210813.02,1
625,West India,Male,53,3,333400.73,1,0,0,209376.63,1
564,North India,Male,44,7,153763.66,2,1,0,823452.4,0
608,South India,Male,58,9,0.0,1,1,1,874181.87,0
564,South India,Female,49,4,379707.06,1,0,1,658191.36,0
553,West India,Male,53,3,611249.49,4,1,0,414685.62,1
758,West India,Female,45,6,940330.68,2,1,1,842017.87,0
697,North India,Female,50,2,0.0,2,1,1,115901.57,0
585,West India,Female,57,4,0.0,1,1,0,202090.94,0
561,North India,Female,38,4,0.0,1,1,0,481680.07,0
567,North India,Male,18,4,184259.42,1,1,1,1409709.46,0
585,East India,Female,32,1,180649.68,2,1,1,311226.29,0
753,North India,Female,40,9,611112.8,3,1,0,796380.02,0
640,North India,Male,36,6,0.0,1,0,0,625232.02,0
